153652,23804,2018,9,1,6,2018,9,1,6,5,10,3,18,98,7,0,5,0,0,0,0,,0,2,2,161,2,4,0.0,19.3,,6.6,19.5,,13.7,,,7.5,13.7,,11.00,70,4.60,8.4,1014.9,1029.0,7,0.6
153653,23804,2018,9,1,9,2018,9,1,9,6,13,3,18,98,8,0,1,1,0,0,0,,0,2,2,174,2,7,0.0,29.7,,19.3,29.7,,17.6,,,13.7,17.7,,10.10,50,10.00,7.2,1014.0,1027.9,7,0.9
153654,23804,2018,9,1,12,2018,9,1,12,7,16,3,18,98,8,0,1,1,0,0,0,,0,2,2,67,1,6,0.0,20.0,,18.0,29.8,,16.2,,,15.6,17.6,,10.90,59,7.50,8.4,1013.6,1027.5,7,0.4
153655,23804,2018,9,1,15,2018,9,1,15,8,19,3,18,98,8,0,1,1,0,0,0,,0,2,2,0,0,4,0.0,12.5,,12.4,20.6,,13.9,,,13.9,16.2,,11.30,71,4.60,8.8,1013.3,1027.3,7,0.3
153656,23804,2018,9,1,18,2018,9,2,18,1,22,3,18,97,7,0,1,0,0,0,0,,0,2,2,0,0,3,0.0,6.6,,6.5,12.5,,7.8,,,7.8,13.9,,10.40,98,0.20,7.6,1013.4,1027.7,3,0.1
153657,23804,2018,9,1,21,2018,9,2,21,2,1,3,18,97,3,0,1,0,0,0,0,,0,1,10,0,0,1,0.0,4.7,,4.7,6.6,,5.2,,,5.2,7.8,,8.58,97,0.22,4.8,1013.3,1027.8,8,0.1
153658,23804,2018,9,2,0,2018,9,2,0,3,4,3,18,97,0,0,0,0,0,0,0,,0,1,10,0,0,1,0.0,3.2,,3.2,4.7,,3.0,,,2.9,5.2,,7.39,97,0.19,2.6,1013.4,1028.0,3,0.1
153659,23804,2018,9,2,3,2018,9,2,3,4,7,3,18,98,4,0,3,0,0,0,0,,0,0,2,0,0,1,0.0,4.3,,2.6,4.3,,3.9,,,2.1,3.9,,7.86,97,0.21,3.5,1014.0,1028.6,2,0.6
153660,23804,2018,9,2,6,2018,9,2,6,5,10,3,18,98,6,0,3,0,0,0,0,,0,1,2,62,1,2,0.0,18.7,,4.3,18.7,,12.4,,,3.9,12.4,,10.90,75,3.60,8.2,1014.7,1028.8,2,0.7
153661,23804,2018,9,2,9,2018,9,2,9,6,13,3,18,98,4,0,1,0,0,0,0,,0,1,2,75,2,5,0.0,28.1,,18.7,28.1,,17.2,,,12.4,17.3,,10.30,52,9.40,7.4,1014.3,1028.2,8,0.4
153662,23804,2018,9,2,12,2018,9,2,12,7,16,3,18,98,6,0,1,0,0,0,0,,0,1,2,48,2,5,0.0,25.4,,25.4,28.5,,18.1,,,17.2,18.4,,10.20,49,10.50,7.3,1014.2,1028.0,7,0.1
153663,23804,2018,9,2,15,2018,9,2,15,8,19,3,18,98,8,0,5,0,0,0,0,,0,2,2,44,1,4,0.0,11.6,,11.6,25.4,,14.4,,,14.4,18.2,,11.20,68,5.20,8.7,1014.1,1028.1,7,0.1
153664,23804,2018,9,2,18,2018,9,3,18,1,22,3,18,97,9,0,1,0,0,0,0,,0,2,2,0,0,1,0.0,5.6,,5.6,11.6,,6.6,,,6.6,14.4,,9.59,98,0.15,6.4,1014.9,1029.3,3,0.8
153665,23804,2018,9,2,21,2018,9,3,21,2,1,3,18,97,7,0,1,0,0,0,0,,0,2,2,0,0,1,0.0,3.6,,3.6,5.6,,4.2,,,4.1,6.6,,8.14,98,0.13,4.1,1015.0,1029.6,2,0.1
